FlowRate_m3h,Efficiency,Head_m,Power_kW,Diameter_mm
247.7395168,0.728011664468846,53.2924886714515,49.41848833,220
258.4838464,0.731351091789414,59.6423288148484,57.44187306,230
267.0793102,0.741119080470793,66.279630527202,65.08768675,240
272.8096193,0.758135814590888,73.4622712726449,72.034994,250
296.4471446,0.77973980958692,79.3712309237651,82.22941225,260
