DiameterRemoved,AvgMSE,TrainPerformance,ValPerformance,TestPerformance,MSEDeletedDiameter,MSEBEPs
NaN,0.00392853617547711,0.0028838449897461,0.00343584342094248,0.0059645860417317,NaN,0.00541260292519035
220,0.030092839684261,0.00915158523238297,0.0279624924358246,0.0632789248273194,62.3049405350339,14.4822957777779
230,2.1664203923294,0.00490767277986204,0.740208930368912,6.77372604532507,73.7744615851109,11.8156294196349
240,0.00439676950428312,0.00160717288440308,0.00193461596401285,0.0109733087927934,0.191125007027923,0.0241553874332387
250,0.000887845063247535,0.000968373896375746,0.000752122752492467,0.000904318187482362,56.0833502264376,19.9011560963095
260,0.00170865509206401,0.000883802191371824,0.00244017347545051,0.00219397509861991,45.2952693577936,5.73974282919263
