DiameterRemoved,AvgMSE,TrainPerformance,ValPerformance,TestPerformance,MSEDeletedDiameter,MSEBEPs,Score
NaN,0.00614745654465697,0.0055728692171298,0.00613238822845306,0.00701098091459257,NaN,0.0149405462952584,0.00574857199058173
220,0.00591698708714328,0.00485467589628207,0.0034999007491501,0.00990414510363605,290.189643052106,88.168639502551,133.713226567176
230,0.00136116387385205,0.00113258191049729,0.00120395264409531,0.00185575146743256,0.559011223677157,0.0480938555884968,0.233932971234368
240,0.0844585590534098,0.10194537752263,0.0641228796280485,0.0789441590025332,0.489748759866535,0.0764818561537168,0.242032474809647
250,1.24530106832,1.16182621056252,1.3734740119313,1.24072159032602,0.990926473069539,2.24733734453391,1.34876431534527
260,0.957587820823541,0.916760553970688,0.978026413653674,0.997418050490478,46.1333263281009,11.3362105431591,21.1185702782265
