Index,%error  (constand area scaling),% error in (neural network)
1,2.782892677508,0.0198178078666574
2,1.89726049709253,0.00919557934810447
3,1.2425321928426,0.01868169003212
4,0.664095028503164,0.0116538655868226
5,0,0
